subfamily,tip_label,male_MW,male_ML,queen_MW,queen_ML,colony_size,queen_number_continuous,caste_number
Formicinae,Paraparatrechina.glabra,0.458333,0.6875,1.15625,1.882352941,NA,NA,NA
Formicinae,Paraparatrechina.illusio,0.2875,0.452941,0.696428571,1.00877193,NA,NA,NA
Formicinae,Paraparatrechina.weissi,0.904762,1.433333,1.720930233,2.615384615,NA,NA,NA
Dorylinae,Cerapachys.kenyensis,0.585714,1,0.568181818,1.35,NA,NA,NA
Myrmicinae,Paratopula.macta,0.842105,1.914286,1.061538462,2.918367347,NA,NA,NA
Myrmicinae,Paratopula.oculata,0.891892,1.891892,1.038961039,2.831168831,NA,NA,NA
Formicinae,Paratrechina.longicornis,0.480769,0.981481,1.224137931,1.905660377,2000,NA,1
Myrmicinae,Pogonomyrmex.angustus,0.939394,1.675,0.939393939,1.828125,NA,NA,NA
Myrmicinae,Pogonomyrmex.laevigatus,1.078947,1.625,0.946428571,1.75,NA,NA,NA
Myrmicinae,Pogonomyrmex.odoratus,0.948718,1.545455,0.956521739,1.876923077,NA,NA,NA
Myrmicinae,Pheidole.aglae,1,1.803278689,1.375,2.25,NA,NA,NA
Myrmicinae,Pheidole.arnoldi,0.945945946,1.827160494,1.016666667,1.706896552,NA,NA,NA
Myrmicinae,Pheidole.barbata,1.418181818,2.28125,1.489795918,2.75,NA,NA,NA
Myrmicinae,Pheidole.bicarinata,1.078947368,1.743589744,1.215384615,1.846153846,NA,NA,2
Myrmicinae,Pheidole.braueri,0.727272727,1.20754717,0.808988764,1.255555556,NA,NA,NA
Myrmicinae,Pheidole.crassinoda_ruspolii,1.827956989,3.204301075,2.193548387,3.267605634,NA,NA,NA
Myrmicinae,Pheidole.creightoni,0.769516729,1.142857143,0.939252336,1.460732984,NA,NA,NA
Myrmicinae,Pheidole.decepticon,1.267857143,1.861538462,1.557377049,2.262295082,NA,NA,NA
Myrmicinae,Pheidole.oswaldi_decollata,1.333333333,2.116666667,1.596774194,2.392857143,NA,NA,NA
Myrmicinae,Pheidole.dentata,0.949367089,1.698924731,1.369230769,2.303030303,942.86,NA,2
Myrmicinae,Pheidole.dispar,0.752688172,1.307692308,0.692307692,1.125,NA,NA,NA
Myrmicinae,Pheidole.elecebra,0.576923077,1.214285714,0.530120482,0.952941176,NA,NA,NA
Myrmicinae,Pheidole.fervens,1.162162162,1.736111111,1.380952381,2.046875,NA,NA,2
Myrmicinae,Pheidole.fimbriata,1.677966102,2.689655172,2.666666667,4.126984127,NA,NA,NA
Myrmicinae,Pheidole.floridana,0.795454545,1.287878788,0.823529412,1.362745098,1000,NA,2
Myrmicinae,Pheidole.grallatrix,0.913043478,1.571428571,1.482142857,2.303571429,NA,NA,NA
Myrmicinae,Pheidole.havilandi,1.196078431,2.24,2.483870968,3.666666667,NA,NA,NA
Myrmicinae,Pheidole.hyatti,1.265625,2.057971014,1.506329114,2.278481013,NA,NA,2
Myrmicinae,Pheidole.indica,1.447368421,2.053333333,1.373134328,2.105263158,NA,NA,2
Myrmicinae,Pheidole.jonas,0.768421053,1.157407407,0.916666667,1.43902439,NA,NA,NA
Myrmicinae,Pheidole.komori,0.928571429,1.64,1.078947368,1.462365591,NA,NA,NA
Myrmicinae,Pheidole.longispinosa,1.4,2.142857143,1.872340426,2.893617021,NA,NA,NA
Myrmicinae,Pheidole.lucida,0.783018868,1.133333333,0.855555556,1.420454545,NA,NA,NA
Myrmicinae,Pheidole.megacephala,1.150684932,1.875,1.361111111,2.041666667,100000,NA,2
Myrmicinae,Pheidole.minensis,1.7,2.396226415,1.58974359,2.717948718,NA,NA,NA
Myrmicinae,Pheidole.morrisii,1.352380952,2.153846154,1.42,2.425925926,2500,NA,2
Myrmicinae,Pheidole.mosenopsis,0.542253521,0.85,0.646551724,0.977272727,NA,NA,NA
Myrmicinae,Pheidole.flavens,0.638888889,1.172619048,0.746835443,1.166666667,NA,NA,2
Myrmicinae,Pheidole.neokohli,0.377192982,0.6,0.515151515,0.8359375,NA,NA,NA
Myrmicinae,Pheidole.noda,1.205128205,1.967741935,1.632653061,2.329896907,NA,NA,2
Myrmicinae,Pheidole.oswaldi,1.382716049,2.011904762,1.973684211,2.805194805,NA,NA,NA
Myrmicinae,Pheidole.paiute,0.762711864,1.3,0.785714286,1.284090909,NA,NA,NA
Myrmicinae,Pheidole.parva,0.706896552,2.051724138,0.833333333,1.215189873,NA,NA,NA
Myrmicinae,Pheidole.nemoralis_petax,0.943181818,1.275510204,0.948979592,1.396039604,NA,NA,NA
Myrmicinae,Pheidole.pilifera,0.861702128,1.569767442,1.070422535,1.698924731,NA,NA,2
Myrmicinae,Pheidole.rhea,2.063492063,3.223529412,3.14893617,5.142857143,33574,NA,3
Myrmicinae,Pheidole.schultzei_gwaaiensis,1.163636364,2.327868852,1.389473684,2.387096774,NA,NA,NA
Myrmicinae,Pheidole.sikorae,0.974358974,1.53030303,1.104477612,1.52173913,NA,NA,NA
Myrmicinae,Pheidole.spinoda,1.906976744,3.404761905,1.552941176,2.829268293,NA,NA,NA
Myrmicinae,Pheidole.veteratrix,0.948275862,1.527777778,1.101265823,1.512820513,NA,NA,NA
Myrmicinae,Pheidole.vigilans,0.984375,1.913043478,1.333333333,2.6,NA,NA,NA
Myrmicinae,Pheidole.vulcan,0.710526316,1.418181818,1.111111111,1.744186047,NA,NA,NA
Myrmicinae,Pheidole.weiseri,1.29787234,3.191489362,1.45,2.936170213,NA,NA,NA
Myrmicinae,Pheidole.williamsi,0.906666667,1.565217391,1.202702703,1.962962963,NA,NA,NA
Ponerinae,Phrynoponera.gabonensis,1.703703704,3.172413793,2.06122449,3.469387755,NA,NA,NA
Myrmicinae,Pilotrochus.besmerus,0.592307692,0.76119403,0.544871795,0.883116883,NA,NA,NA
Formicinae,Plagiolepis.alluaudi,0.346667,0.56,0.537878788,0.909090909,NA,NA,NA
Formicinae,Plagiolepis.exigua,0.463158,0.7,0.47761194,0.78358209,NA,NA,NA
Formicinae,Plagiolepis.karawajewi,0.409524,0.676923,0.521126761,0.928571429,NA,NA,NA
Formicinae,Plagiolepis.madecassa,0.35,0.492308,0.634920635,0.888888889,NA,NA,NA
Ponerinae,Platythyrea.arthuri,0.842105263,1.9259259,0.8375,2.094594595,NA,NA,NA
Ponerinae,Platythyrea.mocquerysi,1.052631579,2.1265823,0.886075949,2.049382716,NA,NA,NA
Ponerinae,Plectroctena.lygaria,1.186440678,2.3898305,1.22,2.476923077,NA,NA,NA
Ponerinae,Plectroctena.subterranea,1.481481481,2.9574468,1.515151515,2.941176471,NA,NA,NA
Myrmicinae,Podomyrma.gratiosa,1.886792453,2.8035714,2.149253731,5.058823529,NA,NA,NA
Myrmicinae,Podomyrma.micans,1.833333333,2.9166667,1.96969697,4,NA,NA,NA
Myrmicinae,Pogonomyrmex.abdominalis,1.023809524,1.805555556,0.39893617,0.65,NA,NA,NA
Myrmicinae,Pogonomyrmex.andinus,0.733333333,1.441860465,1.21875,2.321428571,NA,NA,NA
Myrmicinae,Pogonomyrmex.anergismus,1.301204819,2.108108108,1.35971223,2.158273381,NA,NA,NA
Myrmicinae,Pogonomyrmex.anzensis,1.176470588,2.21875,1.314814815,2.142857143,NA,NA,NA
Myrmicinae,Pogonomyrmex.badius,1.833333333,2.339622642,2.298850575,3.5,4146.28,8,2
Myrmicinae,Pogonomyrmex.brevibarbis,1.095238095,1.880952381,1.184615385,2.138461538,NA,NA,NA
Myrmicinae,Pogonomyrmex.californicus,3.153846154,2.538461538,1.552631579,2.628571429,4533,NA,1
Myrmicinae,Pogonomyrmex.carbonarius,0.540983607,0.980769231,0.65625,1.075471698,450,NA,1
Myrmicinae,Pogonomyrmex.catanlilensis,2.266666667,2.65,1.241935484,2.169491525,NA,NA,NA
Myrmicinae,Pogonomyrmex.coarctatus,1.924528302,3.320754717,1.586206897,2.5,2000,NA,3
Myrmicinae,Pogonomyrmex.colei,1.108108108,1.7,1.216216216,2.012987013,NA,NA,NA
Myrmicinae,Pogonomyrmex.cunicularius,1.581395349,2.790697674,1.480519481,2.846153846,NA,NA,NA
Myrmicinae,Pogonomyrmex.imberbiculus,1.05,1.777777778,0.921052632,1.666666667,22.86,NA,1
Myrmicinae,Pogonomyrmex.inermis,1.291666667,2.153846154,1.148514851,1.960784314,432.67,1,1
Myrmicinae,Pogonomyrmex.lobatus,2.085106383,3.52173913,2.12345679,3.333333333,2000,NA,NA
Myrmicinae,Pogonomyrmex.longibarbis,1.105263158,1.864864865,1.173076923,2.117647059,250,NA,1
Myrmicinae,Pogonomyrmex.magnacanthus,1.464285714,2.214285714,1.339622642,2.6,162.5,NA,1
Myrmicinae,Pogonomyrmex.marcusi,1.807228916,2.823529412,1.935483871,3.125,450,NA,1
Myrmicinae,Pogonomyrmex.maricopa,1.161290323,2,1.333333333,2.383333333,400,1,1
Myrmicinae,Pogonomyrmex.micans,1.909090909,3.348837209,2.197530864,3.308641975,NA,NA,1
Myrmicinae,Pogonomyrmex.montanus,1.535714286,2.35042735,1.405797101,2.426470588,1665,NA,1
Myrmicinae,Pogonomyrmex.naegelii,0.971428571,1.842105263,0.892473118,1.684782609,NA,NA,NA
Myrmicinae,Pogonomyrmex.occidentalis,1.527272727,2.491803279,1.794392523,2.830188679,2937,1,1
Myrmicinae,Pogonomyrmex.pronotalis,1.4,2.423076923,1.458333333,2.659574468,NA,NA,1
Myrmicinae,Pogonomyrmex.rastratus,1.347826087,2.272727273,1.403225806,2.328125,997,NA,NA
Myrmicinae,Pogonomyrmex.salinus,0.901960784,1.588235294,1.977272727,4.344827586,2913.32,NA,1
Myrmicinae,Pogonomyrmex.subdentatus,1.03030303,1.777777778,0.986486486,1.710526316,NA,NA,NA
Myrmicinae,Pogonomyrmex.subnitidus,1.333333333,2.3125,0.820754717,1.365384615,5934,NA,1
Myrmicinae,Pogonomyrmex.tenuispinus,1.76744186,2.909090909,1.396226415,2.545454545,NA,NA,1
Myrmicinae,Pogonomyrmex.uruguayensis,1.142857143,2,1.327586207,1.923076923,NA,NA,NA
Myrmicinae,Pogonomyrmex.vermiculatus,1.291666667,2.325,1.326530612,2.481481481,NA,NA,NA
Formicinae,Polyergus.mexicanus,1.513513514,2.3283582,1.162162162,2.324324324,NA,NA,NA
Formicinae,Polyergus.nigerrimus,1.285714286,3.2653061,1.409090909,3.102040816,NA,NA,NA
Formicinae,Polyergus.oligergus,1.460526316,2.1267606,1.309090909,2.884615385,NA,NA,NA
Formicinae,Polyergus.vinosus,1.65,2.8035714,1.613636364,3.318181818,NA,NA,NA
Formicinae,Polyrhachis.bicolor_atrocastanea,1.283333333,2.28125,1.708333333,2.941176471,NA,NA,1
Formicinae,Polyrhachis.continua,2.075,3.7142857,2.625,4.764705882,NA,NA,NA
Formicinae,Polyrhachis.cryptoceroides,1.293478261,1.6413043,1.456521739,1.875,NA,NA,NA
Formicinae,Polyrhachis.dives_rectispina,1.557377049,2.4166667,1.873684211,3.221052632,1.00E+06,NA,1
Formicinae,Polyrhachis.dolomedes,0.9375,1.8152174,1.373737374,2.551020408,NA,NA,NA
Formicinae,Polyrhachis.erato,1.430769231,2.46875,1.603773585,2.327272727,NA,NA,NA
Formicinae,Polyrhachis.hector,1.829268293,3.5454545,2.206896552,4.533333333,NA,NA,NA
Formicinae,Polyrhachis.simpla,2.029411765,3.8644068,2.7,5.153846154,NA,NA,NA
Formicinae,Polyrhachis.solmsi,1.363636364,2.1384615,1.609756098,3.285714286,NA,NA,NA
Formicinae,Polyrhachis.tubifex,1.347826087,2.2741935,1.315789474,2.8,NA,NA,NA
Ponerinae,Ponera.coarctata,0.526666667,0.983871,0.52173913,1.087837838,NA,NA,1
Ponerinae,Ponera.swezeyi,0.467213115,0.8571429,0.274418605,0.591304348,NA,NA,NA
Formicinae,Prenolepis.imparis,0.829787234,1.388349515,1.716981132,2.568627451,3287.02,4.14,1
Formicinae,Prenolepis.naoroji,0.880733945,1.307692308,1.313953488,1.855421687,NA,NA,NA
Amblyoponinae,Prionopelta.amabilis,0.6,1.08,0.357142857,0.806666667,377,NA,1
Amblyoponinae,Prionopelta.descarpentriesi,0.465116279,0.755813953,0.352941176,0.705555556,NA,NA,NA
Amblyoponinae,Prionopelta.modesta,0.386363636,0.659090909,0.337209302,0.737179487,NA,NA,NA
Amblyoponinae,Prionopelta.majuscula,0.526315789,1.078431373,0.554347826,1.233333333,NA,NA,NA
Amblyoponinae,Prionopelta.opaca,0.292307692,0.514285714,0.276470588,0.541666667,20,NA,1
Amblyoponinae,Prionopelta.punctulata,0.48,0.971428571,0.423076923,0.903846154,NA,NA,NA
Myrmicinae,Proatta.butteli,0.507462687,0.816666667,1.263888889,1.876712329,7750,NA,1
Proceratiinae,Probolomyrmex.curculiformis,0.384615385,0.802325581,0.323863636,0.801282051,NA,NA,NA
Proceratiinae,Proceratium.croceum,0.816666667,1.383333333,0.866666667,1.8,NA,NA,1
Proceratiinae,Proceratium.pergandei,0.872727273,1.4,0.655555556,1.444444444,26.5,NA,1
Proceratiinae,Proceratium.silaceum,0.542857143,0.920454545,0.507042254,0.840277778,28,NA,1
Formicinae,Prolasius.advenus,0.543478261,0.916666667,1.107692308,1.774193548,NA,NA,1
Ponerinae,Psalidomyrmex.procerus,1.951219512,3.142857143,2.133333333,4.16,NA,NA,NA
Myrmicinae,Pseudoatta.argentina,1.192307692,1.771428571,1.390243902,2.4,NA,NA,NA
Formicinae,Pseudolasius.fallax,0.696428571,1.181818182,1.488372093,2.142857143,NA,NA,NA
Formicinae,Pseudolasius.hummeli,1.166666667,2.147058824,2.161290323,3.236842105,NA,NA,NA
Formicinae,Pseudolasius.ludovici,1.177777778,1.6,2.421052632,3.171428571,NA,NA,NA
Formicinae,Pseudolasius.minutus,0.806451613,1.131578947,1.26984127,2.078431373,NA,NA,NA
Formicinae,Pseudolasius.overbecki,1.036363636,1.28125,1.644444444,2.434782609,NA,NA,NA
Formicinae,Pseudolasius.pygmaeus,0.673076923,0.964912281,1.106060606,1.75,NA,NA,NA
Formicinae,Pseudolasius.trimorphus,0.797619048,1.142857143,1.339622642,1.901639344,NA,NA,NA
Pseudomyrmecinae,Pseudomyrmex.acanthobius,0.642857143,1.793103448,0.506329114,1.869565217,NA,NA,NA
Pseudomyrmecinae,Pseudomyrmex.apache,0.878787879,2,0.672413793,1.73015873,NA,NA,1
Pseudomyrmecinae,Pseudomyrmex.cubaensis,0.714285714,1.547619048,0.571428571,1.522222222,NA,NA,1
Pseudomyrmecinae,Pseudomyrmex.ejectus,0.62,1.54,0.519230769,1.425531915,80,NA,1
Pseudomyrmecinae,Pseudomyrmex.gracilis,1.024390244,2.87804878,1,3.731884058,80,1.2,1
Pseudomyrmecinae,Pseudomyrmex.pallidus,0.763157895,1.761904762,0.671875,1.639344262,30,NA,1
Pseudomyrmecinae,Pseudomyrmex.rufiventris,1.076923077,2.153846154,0.754098361,1.945454545,NA,NA,NA
Pseudomyrmecinae,Pseudomyrmex.seminole,0.714285714,1.666666667,0.76,1.873417722,NA,NA,NA
Pseudomyrmecinae,Pseudomyrmex.subater,0.789473684,1.666666667,0.510204082,1.244680851,NA,NA,NA
Pseudomyrmecinae,Pseudomyrmex.venustus,1.105263158,2.631578947,1.52238806,3.913043478,NA,NA,NA
Ponerinae,Pseudoponera.stigma,0.714285714,1.482142857,1.068181818,2.43902439,9,NA,1
Ponerinae,Pseudoponera.succedanea,0.736842105,1.576923077,0.857142857,1.696428571,NA,NA,NA
Myrmicinae,Rhopalomastix.rothneyi,0.5,0.714285714,0.415492958,0.7890625,NA,NA,NA
Myrmicinae,Rogeria.innotabilis,0.653846154,1,0.450617284,0.848684211,NA,NA,NA
Myrmicinae,Rotastruma.recava,0.583333333,1,0.536231884,1.052631579,NA,NA,NA
Myrmicinae,Royidris.notorthotenes,0.642857143,1,1.084745763,1.936507937,NA,NA,NA
Myrmicinae,Sericomyrmex.amabilis,0.923076923,1.568627451,1.188405797,1.939393939,920.93,1.22,1
Myrmicinae,Sericomyrmex.opacus,0.379310345,0.629310345,0.9375,1.647058824,NA,NA,NA
Myrmicinae,Sericomyrmex.saussurei,1.069444444,1.70212766,1.3,2.15625,NA,NA,NA
Myrmicinae,Solenopsis.abdita,0.545454545,0.881578947,0.401408451,1.022727273,NA,NA,NA
Myrmicinae,Solenopsis.amblychila,1.19047619,1.75,0.975609756,2.03125,NA,NA,NA
Myrmicinae,Solenopsis.carolinensis,0.62,1.013157895,0.556962025,1.061403509,NA,NA,NA
Myrmicinae,Solenopsis.corticalis,0.397727273,0.818181818,0.524752475,1.12745098,NA,NA,NA
Myrmicinae,Solenopsis.daguerrei,0.959183673,1.653061224,0.554545455,1.236363636,NA,NA,NA
Myrmicinae,Solenopsis.dentata,0.672413793,1.193548387,0.557692308,1.275510204,NA,NA,NA
Myrmicinae,Solenopsis.fugax,1.142857143,1.594594595,1.2,2.039711191,NA,NA,NA
Myrmicinae,Solenopsis.globularia,0.862068966,1.285714286,0.5,1.14084507,50,NA,NA
Myrmicinae,Solenopsis.invicta,1.35483871,2.6,1.263888889,2.569230769,156666.67,32,1
Myrmicinae,Solenopsis.jalalabadica,0.8,1.80952381,0.603174603,1.271186441,NA,NA,NA
Myrmicinae,Solenopsis.mameti,0.534883721,0.986842105,0.397590361,0.78313253,NA,NA,NA
Myrmicinae,Solenopsis.metanotalis,0.534090909,1.627906977,0.716049383,1.506024096,NA,NA,NA
Myrmicinae,Solenopsis.molesta,0.95,1.333333333,0.5,1.089285714,80,NA,NA
Myrmicinae,Solenopsis.pergandei,1,1.581395349,1.12244898,1.658227848,10000,NA,NA
Myrmicinae,Solenopsis.xyloni,1.176470588,2.179487179,1.076923077,2.276923077,NA,NA,NA
Myrmicinae,Stegomyrmex.connectens,0.9375,1.878787879,1.107142857,2.13559322,NA,NA,NA
Myrmicinae,Stenamma.alas,0.688889,1.1625,0.703703704,1.307692308,NA,NA,1
Myrmicinae,Stenamma.californicum,0.435294,0.811765,0.508333333,0.975,NA,NA,NA
Myrmicinae,Stenamma.connectum,0.490909,0.654545,0.448275862,0.784883721,NA,NA,NA
Myrmicinae,Stenamma.debile,0.777778,1.209677,0.669811321,1.365384615,56,NA,1
Myrmicinae,Stenamma.diversum,0.579545,0.965116,0.612676056,1.007142857,NA,NA,NA
Myrmicinae,Stenamma.dyscheres,0.476744,0.914634,0.508474576,1.018518519,NA,NA,NA
Myrmicinae,Stenamma.expolitum,0.716216,1.277778,0.723214286,1.324324324,NA,NA,1
Myrmicinae,Stenamma.felixi,0.848485,1.421875,0.931034483,1.666666667,NA,NA,1
Myrmicinae,Stenamma.huachucanum,0.554348,0.866667,0.539473684,0.95890411,NA,NA,NA
Myrmicinae,Stenamma.lobinodus,0.6125,0.966667,0.637096774,1.083333333,NA,NA,NA
Myrmicinae,Stenamma.megamanni,1,1.678571,1.034482759,1.674157303,NA,NA,NA
Myrmicinae,Stenamma.nanozoi,0.483871,0.767241,0.440860215,0.777777778,NA,NA,NA
Myrmicinae,Stenamma.sandinista,0.642857,1.011905,0.54109589,0.9375,NA,NA,NA
Myrmicinae,Stenamma.schmidti,0.642857,1.128205,0.623188406,1.111111111,NA,NA,NA
Myrmicinae,Stenamma.westwoodii,0.7,1.089286,0.593220339,1.228070175,NA,NA,1
Amblyoponinae,Stigmatomma.denticulatum,0.678571,1.382979,0.551282051,1.301369863,NA,NA,NA
Amblyoponinae,Stigmatomma.pallipes,0.877551,2.021739,0.75,1.983870968,12.08,2.16,1
Amblyoponinae,Stigmatomma.pluto,1.166667,1.974359,1,2.383333333,29.75,1,1
Myrmicinae,Strongylognathus.arnoldii,1.25,1.95122,0.948717949,1.797297297,NA,NA,NA
Myrmicinae,Strongylognathus.chelifer,0.958333,2.125,0.804878049,1.71875,NA,NA,NA
Myrmicinae,Strongylognathus.kratochvili,1.136364,2,0.970149254,2.125,NA,NA,NA
Myrmicinae,Strongylognathus.minutus,0.735294,1.385714,0.581967213,1.146551724,NA,NA,NA
Myrmicinae,Strumigenys.ambatrix,0.384615,0.696429,0.130769231,0.608695652,NA,NA,NA
Myrmicinae,Strumigenys.chyzeri,0.397959,0.656,0.379746835,0.737179487,NA,NA,NA
Myrmicinae,Strumigenys.dicomas,0.594595,0.875,0.730769231,1.08490566,NA,NA,NA
Myrmicinae,Strumigenys.emmae,0.47619,0.833333,0.273684211,0.470833333,100,NA,1
Myrmicinae,Strumigenys.grandidieri,0.684211,1.171429,0.756410256,1.528735632,NA,NA,NA
Myrmicinae,Strumigenys.karawajewi,0.777778,1.071429,0.324,0.642857143,NA,NA,NA
Myrmicinae,Strumigenys.louisianae,0.46875,0.72449,0.382716049,0.761904762,90,NA,1
Myrmicinae,Strumigenys.olsoni,0.516667,0.694444,0.357142857,0.8,NA,NA,NA
Myrmicinae,Strumigenys.talpa,0.452632,0.789474,0.306976744,0.738888889,50,NA,1
Myrmicinae,Strumigenys.tathula,0.642857,0.75,0.450617284,0.713541667,NA,NA,NA
Myrmicinae,Strumigenys.vazimba,0.914286,1.392857,1.384615385,1.418604651,NA,NA,NA
Myrmicinae,Monomorium.cryptobium,0.821429,1.370968,1.347826087,2.490566038,NA,NA,NA
Dolichoderinae,Tapinoma.annandalei,0.438776,0.72,0.438596491,1.071428571,NA,NA,NA
Dolichoderinae,Tapinoma.festae,1.2,1.777778,1.25,2.068965517,NA,NA,NA
Dolichoderinae,Tapinoma.madeirense,0.775,1.564,0.932692308,1.46875,7000,NA,1
Dolichoderinae,Tapinoma.melanocephalum,0.55814,0.916667,0.48125,0.862318841,500,NA,1
Dolichoderinae,Tapinoma.nigerrimum,1.275,2.162162,1.264367816,2.350364964,NA,NA,NA
Dolichoderinae,Tapinoma.opacum,0.541667,0.743243,0.673076923,1.344444444,NA,NA,NA
Dolichoderinae,Tapinoma.sessile,0.696429,1.482143,0.445205479,0.692307692,178.74,NA,1
Dolichoderinae,Tapinoma.subboreale,1.076923,1.594203,0.9375,1.585365854,NA,NA,NA
Dolichoderinae,Tapinoma.subtile,0.333333,0.52,0.416666667,0.893333333,NA,NA,NA
Agroecomyrmecinae,Tatuidris.tatusia,0.769231,1.060606,1.225806452,1.379310345,7,NA,1
Dolichoderinae,Technomyrmex.albipes,0.678571,0.971429,0.58490566,0.982142857,419000,NA,1
Dolichoderinae,Technomyrmex.andrei,0.72,1.5625,0.898550725,1.719298246,NA,NA,NA
Dolichoderinae,Technomyrmex.difficilis,0.725806,1,1.037974684,2,NA,NA,NA
Dolichoderinae,Technomyrmex.innocens,0.460526,0.872093,0.442622951,0.916666667,NA,NA,NA
Dolichoderinae,Technomyrmex.madecassus,0.684211,0.934211,0.625,1.07,NA,NA,NA
Dolichoderinae,Technomyrmex.pallipes,0.486111,0.928571,0.541666667,0.909836066,NA,NA,NA
Dolichoderinae,Technomyrmex.vitiensis,0.657143,1.052632,0.579710145,1.068181818,NA,NA,NA
Myrmicinae,Temnothorax.adlerzi,0.65,1.0625,0.596774194,0.9609375,NA,NA,NA
Myrmicinae,Temnothorax.adustus,0.556818,0.806818,0.815789474,1.130434783,NA,NA,NA
Myrmicinae,Temnothorax.albispinus,0.434783,0.626087,0.714285714,1.1,NA,NA,NA
Myrmicinae,Temnothorax.algiricus,0.647059,0.893939,0.777777778,1.313559322,NA,NA,NA
Myrmicinae,Temnothorax.aztecus,0.55814,0.906977,0.830188679,1.539215686,NA,NA,NA
Myrmicinae,Temnothorax.birgitae,0.468085,1.642857,0.480519481,0.888157895,NA,NA,NA
Myrmicinae,Temnothorax.bradleyi,0.83871,1.339286,0.893203883,1.49122807,50,NA,1
Myrmicinae,Temnothorax.brevispinosus,0.681818,1.060606,0.882352941,1.226415094,NA,NA,NA
Myrmicinae,Temnothorax.brunneus,0.72,1.14,0.610169492,1.2,NA,NA,NA
Myrmicinae,Temnothorax.curvispinosus,0.565789,0.854167,0.683544304,1.114035088,68,1.15,1
Myrmicinae,Temnothorax.gordiagini,0.581395,0.915094,0.551724138,0.882051282,NA,NA,NA
Myrmicinae,Temnothorax.hispidus,0.611111,1.129032,0.9875,1.620253165,NA,NA,NA
Myrmicinae,Temnothorax.kraussei,0.578947,0.947368,0.532786885,0.974576271,NA,NA,NA
Myrmicinae,Temnothorax.mexicanus,0.527027,0.851351,0.851851852,1.394230769,NA,NA,NA
Myrmicinae,Temnothorax.michali,0.523256,0.939024,0.436708861,0.784810127,NA,NA,NA
Myrmicinae,Temnothorax.mongolicus,0.5625,0.865854,0.707792208,1.142857143,NA,NA,NA
Myrmicinae,Temnothorax.nevadensis,0.783333,1.354167,1.113924051,1.346153846,NA,NA,NA
Myrmicinae,Temnothorax.nylanderi,0.614286,0.942857,0.745283019,1.153846154,54.08,1,1
Myrmicinae,Temnothorax.palustris,0.4375,0.8125,0.826086957,1.221153846,50,NA,1
Myrmicinae,Temnothorax.pergandei,0.608108,1.184211,0.752380952,1.206896552,51.73,1,1
Myrmicinae,Temnothorax.personatus,0.62069,0.818182,0.833333333,1.224719101,NA,NA,NA
Myrmicinae,Temnothorax.pisarskii,0.54878,0.734043,0.605633803,1.021126761,NA,NA,NA
Myrmicinae,Temnothorax.platycephalus,0.603175,1.068966,0.804123711,1.340206186,NA,NA,NA
Myrmicinae,Temnothorax.subditivus,0.485714,0.726316,0.736111111,1.201754386,NA,NA,1
Myrmicinae,Temnothorax.texanus,0.433962,0.698113,0.704761905,1.176470588,50,NA,1
Myrmicinae,Temnothorax.tyndalei,0.6375,1.075,0.827272727,1.407407407,NA,NA,NA
Myrmicinae,Terataner.scotti,0.967742,2.257143,0.611764706,1.936507937,NA,NA,NA
Myrmicinae,Tetramorium.melleum,0.555556,1.014706,0.527027027,0.877906977,5000,NA,1
Myrmicinae,Tetramorium.monticola,0.730769,1.107143,0.584745763,1.015625,NA,NA,NA
Myrmicinae,Tetramorium.moravicum,1,1.911765,1.243243243,1.910714286,NA,NA,NA
Myrmicinae,Tetramorium.notiale,0.888889,1.411765,0.872093023,1.591397849,NA,NA,NA
Myrmicinae,Tetramorium.pacificum,0.725806,1.171875,0.618644068,1.060606061,NA,NA,NA
Myrmicinae,Tetramorium.rumo,0.55,0.870968,0.458823529,0.864197531,NA,NA,NA
Myrmicinae,Tetramorium.striativentre,0.903846,1.557692,0.853658537,1.573170732,NA,NA,NA
Myrmicinae,Tetramorium.semilaeve,1.454545,1.944444,1.097560976,1.811764706,10000,NA,1
Myrmicinae,Tetramorium.shamshir,0.671429,0.983871,0.574074074,1.049295775,NA,NA,NA
Myrmicinae,Tetramorium.signatum,1.121212,1.829268,1.161290323,2.078125,NA,NA,NA
Myrmicinae,Tetramorium.silvicola,0.642857,1.053571,0.688888889,1.157894737,NA,NA,NA
Myrmicinae,Tetramorium.steinheili,0.764706,1.2,0.876923077,1.405063291,NA,NA,NA
Myrmicinae,Tetramorium.venator,0.769231,1.846154,0.5,1.2421875,NA,NA,NA
Pseudomyrmecinae,Tetraponera.ambigua,0.757575758,1.85483871,0.556451613,1.575,NA,NA,NA
Pseudomyrmecinae,Tetraponera.andrei,0.430769231,2.233333333,0.711538462,1.333333333,NA,NA,NA
Pseudomyrmecinae,Tetraponera.fictrix,0.796296296,2.166666667,0.68627451,1.923076923,NA,NA,NA
Pseudomyrmecinae,Tetraponera.grandidieri,0.958333333,2.857142857,1.041666667,2.604651163,NA,NA,NA
Pseudomyrmecinae,Tetraponera.sahlbergii_longula,0.676923077,1.854166667,0.526315789,1.5,NA,NA,NA
Pseudomyrmecinae,Tetraponera.natalensis,0.818181818,2.142857143,1.083333333,2.5,NA,NA,NA
Pseudomyrmecinae,Tetraponera.nitida,0.569230769,1.854545455,0.661157025,1.738461538,NA,NA,NA
Pseudomyrmecinae,Tetraponera.punctulata,0.94,2.6,1.024390244,3.223880597,NA,NA,NA
